Date;Projet;Description;Temps (en heure);Tâche (pas obligatoire)
2015-06-24;AVA;Fixe bug Facturation et gestion de projet;2;Facturation
2015-06-23;VINSI;maj teledecl DRM parti ESPACE DRM avec pictos;7;Télédeclaration DRM
2015-06-23;DeclarVins;Ticket 15320;5;TMA
2015-06-23;DeclarVins;Mise en prod + Ouverture DRM IR;2;TMA
2015-06-23;AVA;Formulaire de saisie des formations;4;Dégustation
2015-06-22;VINSI;calendrier items ;7;TMA
2015-06-22;DeclarVins;Ticket 15320;2;TMA
2015-06-22;DeclarVins;Ticket 15309;1;TMA
2015-06-22;DeclarVins;Point gestion de projet;1;TMA
2015-06-22;AVA;Visualisation des DRev automatiques;1,5;DRev
2015-06-22;AVA;Gestion de projet;1;Dégustation
2015-06-19;VINSI;calendrier items ;7;Télédeclaration DRM
2015-06-19;DeclarVins;Evolution produit contrat;5;Forfait
2015-06-19;CIVA;Migration de Serveur;2;TMA
2015-06-19;AVA;Export des parcellaires en cours de façon général;1,5;Parcellaires
2015-06-18;VINSI;calendrier, trie produits, suppression;7;Télédeclaration DRM
2015-06-18;DeclarVins;Evolution produit contrat;8;Forfait
2015-06-18;CKC;Lancement de l'emailling de bienvenue;1,5;TMA
2015-06-18;AVA;Export des DRevs et gestion de projet;1,5;DRev
2015-06-17;VINSI;Réunion;7;Télédeclaration DRM
2015-06-17;DeclarVins;Evolution produit contrat;3;Forfait
2015-06-17;CIVA;Modification de contrats;0,5;TMA
2015-06-17;CIVA;Droits des contrats;3,5;TMA
2015-06-17;AVA;Gestion de projet;1;Dégustation
2015-06-16;VINSI;ajout de l'étape administration avec DAA,DSA;7;Télédeclaration DRM
2015-06-16;Giilda;Point sprint 2;2;Forfait
2015-06-16;DeclarVins;Ticket 15136 + Ajout etablissement teledeclaration;3;TMA
2015-06-16;CIVA;Migration de serveur;2;TMA
2015-06-16;AVA;Fixe bug dégustation;2;Dégustation
2015-06-16;24eme;Facturation;1;Gestion
2015-06-15;VINSI; formulaire administration avec les empreintes;7;Télédeclaration DRM
2015-06-15;DeclarVins;Ticket 14977;1;Garantie
2015-06-15;DeclarVins;Ticket 14485;4;TMA
2015-06-15;CIVA;Mise à jour des Tiers;0,5;TMA
2015-06-15;AVA;Saisie des réglement;4;Facturation
2015-06-15;AVA;Fixe bug tournée Alsace;1;Dégustation
2015-06-15;24eme;Notes de frais;2;
2015-06-12;DeclarVins;Ticket 14697;4;TMA
2015-06-12;AVA;Fixe bug tournée Alsace;7;Dégustation
2015-06-11;VINSI;ajout de l'étape administration avec DAA,DSA;7;Télédeclaration DRM
2015-06-11;DeclarVins;Tickets 14288 14259 14693 14694;7;TMA
2015-06-11;AVA;Fixe bug tournée Alsace;8;Dégustation
2015-06-10;VINSI;ajout dans les popups de vrac et export des champs numdoc ;7;Télédeclaration DRM
2015-06-10;Giilda;Réunion fin sprint 1;7;Forfait
2015-06-10;Giilda;Réunion;7;Contrats
2015-06-09;VINSI;reprise des CRDs et changements des entrées sorties ;7;Télédeclaration DRM
2015-06-09;Giilda;Contrats;6;Forfait
2015-06-09;Giilda;Bootstrapisation et adaptation Loire;8;Contrats
2015-06-08;VINSI;maj de l'enregistrement CRD par genre et visualisation ;7;Télédeclaration DRM
2015-06-08;Giilda;Contrats;2,5;Forfait
2015-06-08;Giilda;Bootstrapisation et adaptation Loire;4,5;Contrats
2015-06-08;DeclarVins;Ticket 15083;2;TMA
2015-06-08;DeclarVins;Bug DRM administratif;1,5;TMA
2015-06-08;AVA;Fix bug latex Facturation;1;Facturation
2015-06-08;24eme;Temps;1,5;Temps
2015-06-05;DeclarVins;Correction bug teledeclaration;2;TMA
2015-06-05;CKC;Mise en plade Emailling de bienvenue;9;TMA
2015-06-04;VINSI;Maj des CRDS avec ajout ;3;Télédeclaration DRM
2015-06-04;Giilda;Bootstrapisation et adaptation Loire;3;Contrats
2015-06-04;AVA;Fix bug et gestion de projets;2;Facturation
2015-06-04;24eme;Dejeuner Jérémie + remise des tablettes + RDV newtech;5;
2015-06-03;VINSI;Restructuration CRD, calendrier en inté pour le multi etb;7;Télédeclaration DRM
2015-06-03;Giilda;Bootstrapisation et adaptation Loire;3;Contrats
2015-06-03;DeclarVins;Réunion Avignon;7;TMA
2015-06-03;CIVA;Tâche d'export des récoltants sans DR;3;TMA
2015-06-03;AVA;Gestion de projet;1;Dégustation
2015-06-02;VINSI;Mis en forme rail d'étape, création popup de choix de CRD;7;Télédeclaration DRM
2015-06-02;DeclarVins;Tickets 14693 14694 14824;6;TMA
2015-06-02;AVA;Fixe bug;3;Dégustation
2015-06-01;Giilda;Initialisation;1;Contrats
2015-06-01;DeclarVins;Etudes CDC Douanes + Mockup;5;TMA
2015-06-01;DeclarVins;Correction bug teledeclaration;1;TMA
2015-06-01;AVA;Gestion multiple des séléctions de lots, Fixe bug Opérateurs reportés;9;Dégustation
2015-06-01;24eme;Appel pour cécile Aurouze;2;Commercial
2015-05-29;VINSI;Réunion Correspondande mouvement DRM Douane / DRM VINSI;2;Télédeclaration DRM
2015-05-29;DeclarVins;Tickets 14735 14824;12;TMA
2015-05-28;VINSI;Réunion Interloire;7;Télédeclaration DRM
2015-05-28;VINSI;Réunion Débrieff Douane Interloire;3;Télédeclaration DRM
2015-05-28;VINSI;Changement Siret Interloire;0,5;TMA
2015-05-28;DeclarVins;Tickets 14694 14693;7;TMA
2015-05-28;AVA;Fixe bug export csv drev des lots grands crus;0;TMA
2015-05-28;AVA;Fixe bug et mise en production;10;Facturation
2015-05-27;VINSI;Mis en forme de la visualisation (4) et calcul local des droits CVO;3;Télédeclaration DRM
2015-05-27;VINSI;Création point de vigilance sur les sorties bouteilles / et CRD (4);2;Télédeclaration DRM
2015-05-27;VINSI;Changement structure étape CRD (3);3;Télédeclaration DRM
2015-05-27;DeclarVins;Tickets 14626 14607 14461;4;TMA
2015-05-27;DeclarVins;Gestion etablissement test pour teledeclaration drm;1;TMA
2015-05-27;CIVA;Ordre des taches;2;TMA
2015-05-27;CIVA;Export des modifications de tiers en mode tache;0;TMA
2015-05-27;AVA;Numéro d'archivage sur les comptes, Cotisation sur condition et adherent syndicat en attribut, Tache d'ajout d'attribut à un compte, Tache de fixe pour les comptes, Fixe update chai les attributs sautaient;6;Facturation
2015-05-27;AVA;Export des DRev 2014 contrôle externe et Export VT DRev 2013;0;TMA
2015-05-26;VINSI;Validation de la DRM: Création du diff pour les mails de changements Societe/ETB (4);2;Télédeclaration DRM
2015-05-26;VINSI;Etape (1) en module;1;Télédeclaration DRM
2015-05-26;VINSI;Adaptation de l'appli pour VINSI;4;Télédeclaration DRM
2015-05-26;DeclarVins;Tickets 14818 14670 14626 14733;7;TMA
2015-05-26;AVA;Paramétrage carte de membre;1;Facturation
2015-05-26;AVA;Import des abonnements;2;Facturation
2015-05-26;AVA;Fixe export csv des comptes avec des guilllements;1;Facturation
2015-05-26;AVA;Fixe bug;5;Facturation
2015-05-25;VINSI;Validation de la DRM: Départ mail des informations Societe/ETB (4);6;Télédeclaration DRM
2015-05-25;AVA;Regénération des factures;5;Facturation
2015-05-25;AVA;Libellé dans la génération;1;Facturation
2015-05-25;AVA;Facturation de l'abonnement;2;Facturation
2015-05-25;24eme;;7;Jour Ferie
2015-05-22;VINSI;Validation de la DRM des télédeclarant (4);5;Télédeclaration DRM
2015-05-22;DeclarVins;Tickets 14641 14630 14739 14734;6;TMA
2015-05-22;DeclarVins;Tickets 14493 14499;2;Garantie
2015-05-22;AVA;Logo carte de membre dans le PDF;1;Facturation
2015-05-22;AVA;Gestion de projet;1;Facturation
2015-05-21;VINSI;Rectification d'erreur de saisie pour les SV12 vis à vis de la Facturation;3;TMA
2015-05-21;VINSI;Maj de la visualisation pour les télédeclarant;4;Télédeclaration DRM
2015-05-21;AVA;Fixe bug tva quantité;2;Facturation
2015-05-21;AVA;Facturation corrections et cotisations;0;Facturation
2015-05-21;AVA;Espace déclarant;4;Facturation
2015-05-21;AVA;Edition d'une facture;3;Facturation
2015-05-20;VINSI;Mis à jour des repo Git Agarik/Interloire;5;Télédeclaration DRM
2015-05-20;VINSI;Mis à jour de la plateforme et rectification d'un problème de saisie de vos contrats;1;TMA
2015-05-20;CIVA;Tri des annuaires par ordre alphabétique;4;TMA
2015-05-20;CIVA;Teste dans les contrats si le tiers est toujours actif;3;TMA
2015-05-20;CIVA;Correction d'un contrat;0,5;TMA
2015-05-20;AVA;Fixe bug Facturation;1;Facturation
2015-05-20;AVA;Facturation corrections et cotisations;0;Facturation
2015-05-20;AVA;Edition d'une facture;2;Facturation
2015-05-19;VINSI;Maj SV12 pour une Facturation 100% nego sur les contrats Raisins et Mout;2;TMA
2015-05-19;VINSI;Gestion des maximum de favoris et des picto (2);1;Télédeclaration DRM
2015-05-19;AVA;Fixe bug tags;2;Facturation
2015-05-19;AVA;Edition d'une facture;3;Facturation
2015-05-19;24eme;Thibout Expert Comptable;1,5;Comptable
2015-05-19;24eme;Tangui de Montmarin;1,5;Commercial
2015-05-19;24eme;Réunions TDM;3,5;Commercial
2015-05-19;24eme;Réunions Sillage;3,5;Comptable
2015-05-18;VINSI;Réponse sur l'étude de cas des Alertes et relances;1;TMA
2015-05-18;VINSI;Gestion des minimum de favoris;2;Télédeclaration DRM
2015-05-18;VINSI;Division de la visu en 2 modules visu et validation (4+5);3;Télédeclaration DRM
2015-05-18;AVA;Meilleur gestion des erreurs;1;Facturation
2015-05-18;AVA;Import des DRs automatiques;2;Facturation
2015-05-18;AVA;Gestion des mouvements et gestion de la Facturation dans le document;2;Facturation
2015-05-18;AVA;Fixe bug;2;Facturation
2015-05-18;AVA;Facturation cotisations cas particuliers;0;Facturation
2015-05-18;AVA;Edition d'une facture;1;Facturation
2015-05-15;AVA;Facturation massive à partir des comptes;3;Facturation
2015-05-15;24eme;;7;Vacances
2015-05-14;24eme;;7;Jour Ferie
2015-05-13;VINSI;Gestion et enregistrement des favoris dans l'étape de saisie (2);4;Télédeclaration DRM
2015-05-13;AVA;Cotisation syndicat local;2;Facturation
2015-05-13;24eme;;7;Vacances
2015-05-12;VINSI;Mise en place des favoris dans les DRMs (2);7;Télédeclaration DRM
2015-05-12;CIVA;Résolution du bug de police dans le PDF;1,5;TMA
2015-05-12;AVA;Résolution du bug de police dans le PDF;1,5;TMA
2015-05-12;AVA;Mise en préprod et fix bug;4;Facturation
2015-05-12;24eme;;7;Vacances
2015-05-11;VINSI;Restructuration des modules de la DRM et module à part pour les CRDs;5;Télédeclaration DRM
2015-05-11;CIVA;Résolution du bug de police dans le PDF;2;TMA
2015-05-11;AVA;Résolution du bug de police dans le PDF;2;TMA
2015-05-11;24eme;;7;Vacances
2015-05-07;VINSI;Gestion de l'encours CRD (3);7;Télédeclaration DRM
2015-05-07;AVA;Mise en préprod de la Facturation et gestion de projet;3;Facturation
2015-05-07;AVA;Facturation corrections tex, corrections configuration;0;Facturation
2015-05-06;VINSI;Suppression de 2 DRMs génantes;1;TMA
2015-05-06;VINSI;Enregistrement des CRDs (3) en base et maj de la popup d'ajout avec stock début;7;Télédeclaration DRM
2015-05-06;VINSI;Calcul des stock fin de mois lors de l'enregistrement des CRDs (3);4;Télédeclaration DRM
2015-05-06;AVA;Utilisation et adaptation du plugin de Génération avec la Facture (bootstrapisation);4;Facturation
2015-05-06;AVA;Facturation génération facture, corrections tex, numérotation;0;Facturation
2015-05-06;AVA;Externalisation du plugin de Generation;2;Facturation
2015-05-05;VINSI;Réparation d'un problème lié à la création d'une DRM et mise en production;2,5;TMA
2015-05-05;VINSI;Création du schema et ajout de nouveaux CRD (3) avec lightbox;4,5;Télédeclaration DRM
2015-05-05;Giilda;Réunion de lancement;7;Réunion
2015-05-05;24eme;Banque - Apport du KBIS;2,5;Banque
2015-05-04;VINSI;Etape Choix produis (1) ajout de nouveaux produits avec lightbox (par certification);7;Télédeclaration DRM
2015-05-04;AVA;Facturation premier jet de la gestion des cotisations;53;Facturation
2015-05-04;AVA;Export DRev 2014 pour le contrôle externe;2;DRev
2015-05-04;AVA;Courriers rectificatifs de retour de dégustation;3,3;Dégustation
2015-04-30;DeclarVins;Conf call DeclarVins;2;TMA
2015-04-30;AVA;Help pour la Facturation;1;Facturation
2015-04-30;AVA;Facturation (Gestion de projet);2;Facturation
2015-04-30;Actualys;Aide à la migration des repos sur github;3,5;Admin sys
2015-04-30;24eme;Gestion Guesdon;1;Administratif
2015-04-30;24eme;Factures pour Gwen;2,5;Facturation
2015-04-29;VINSI;Etape CRD (3) création des formulaires pour la saisie des CRD;4;Télédeclaration DRM
2015-04-29;AVA;Facturation (Gestion de projet);1;Facturation
2015-04-29;AVA;Défauts dans l'interface de dégustation;1;Dégustation
2015-04-29;24eme;Factures pour Gwen;1;Facturation
2015-04-28;AVA;Adaptation de l'affectation et de la dégustation aux VTSGN;3;Dégustation
2015-04-28;Actualys;Récapitulatif des machines interne chez Actualys;1;Admin sys
2015-04-27;VINSI;Mis à jour de l'étape (1) pour inverser le comportement des coches (coché = produit séléctionné);3;Télédeclaration DRM
2015-04-27;DeclarVins;Tickets 14625 14630;3;TMA
2015-04-27;DeclarVins;Etude documents douanes et retours Brice;2;TMA
2015-04-27;AVA;Saisie papier du parcellaire crémant;1;Parcellaire crémant
2015-04-26;AVA;Adaptation de la saisie des tournées au VTSGN;7;Dégustation
2015-04-24;DeclarVins;Point projet;1;TMA
2015-04-24;CIVA;Chiffrage DRM;3;Chiffrage
2015-04-24;AVA;Template de la facture;52;Facturation
2015-04-24;24eme;Facturation mars;1;Facturation
2015-04-23;VINSI;Réunion du sprint 3;7;Télédeclaration DRM
2015-04-23;VINSI;Réunion;7;Télédeclaration DRM
2015-04-23;DeclarVins;Tickets 14387 14521;3;TMA
2015-04-23;DeclarVins;Correction erreur 500;1;Garantie
2015-04-22;VINSI;Gestion du js sur la saisie (2) + colonne de droite et initialisation de l'étape CRD;9;Télédeclaration DRM
2015-04-22;DeclarVins;Tickets 14607 14461 14606;6;TMA
2015-04-22;AVA;Mail correctif tournées;2;Dégustation
2015-04-22;AVA;Export CSV du parcellaire aux acheteurs corrigés;3;Parcellaire
2015-04-22;AVA;Adaptation de la tournée au VTSGN;3;Dégustation
2015-04-21;VINSI;Résolution de problème de conflits de Contrats entre Agarik et VINSI suite à l'inactivité du VPN;2;TMA
2015-04-21;VINSI;Mis à jour d'un patch pour que les contrat VINSI et Télédéclaré n'ait pas le même Id;3;TMA
2015-04-21;VINSI;Identification d'un problème et traitement du conflit entre Serveur de Télédeclaration et serveur Vinsi;4;TMA
2015-04-21;DeclarVins;Tickets 14586 14559 14585;3;TMA
2015-04-21;AVA;Export CSV du parcellaire aux acheteurs corrigés;1;Parcellaire
2015-04-20;VINSI;Mis à jour de l'étape de saisie (2) pour les DRM et de la reprise des produits choisi en (1);6;Télédeclaration DRM
2015-04-20;VINSI;Gestion du rail d'étape pour les DRM;1;Télédeclaration DRM
2015-04-20;AVA;Import VT / SGN dégustateurs;1;Dégustation
2015-04-20;AVA;Fixe Autorisation de transmission dans le parcellaire;1;Parcellaire
2015-04-20;AVA;Export CSV de la DRev;2;DRev
2015-04-20;AVA;Export CSV de la DRev;2;DRev
2015-04-17;AVA;Import de la DR dans les DRev;2;DRev
2015-04-17;AVA;Gestion des reports avec le nouveau modèle;1;Dégustation
2015-04-17;AVA;Export CSV de la DRev;3;DRev
2015-04-16;VINSI;Etape de choix de produits (1) mis en place des enregistrement de l'étape;3;Télédeclaration DRM
2015-04-16;DeclarVins;Ticket 14559 14556;4;TMA
2015-04-16;DeclarVins;Demandes de Brice cf mail du 14/04;3;TMA
2015-04-16;CIVA;Fixe url mail mot de passe oublié;0,5;TMA
2015-04-15;Aurouze;Rendez-vous;7;Rendez-vous
2015-04-14;VINSI;Initialisation de l'étape de choix de produits (1) pour les DRM;7;Télédeclaration DRM
2015-04-14;DeclarVins;Ticket 14460;6;TMA
2015-04-14;AVA;Fixe bug export contacts;0,5;TMA
2015-04-14;Aurouze;Présentation;2;Présentation
2015-04-13;VINSI;Seconde Version de PDF en colonnes fixes pour les DRM;5;Télédeclaration DRM
2015-04-13;VINSI;Retour sur l'export des factures avec infos opérateurs d'une année comptable avec le mois de janvier 2015;2;TMA
2015-04-13;DeclarVins;Tickets 14521 14460 14527 14493 14499 14495;10;TMA
2015-04-13;Aurouze;Présentation;7;Présentation
2015-04-10;VINSI;Export des factures avec infos opérateurs d'une année comptable;3;TMA
2015-04-10;AVA;Liste des déclarations de parcellaire crémant en admin;1;Parcellaire
2015-04-10;AVA;Courriers Dégustation PDF + envoi en plusieurs fois;5;Dégustation
2015-04-09;VINSI;Création d'une mouture de PDF DRM pour la télédéclaration/Douane;7;Télédeclaration DRM
2015-04-09;AVA;Fixe bug report sur les tournées;1;Dégustation
2015-04-09;AVA;Courrier de la dégustation;3;Dégustation
2015-04-08;AVA;Gestion du dépard des mails avec mails partis dans l'interface de dégustation;6;Dégustation
2015-04-08;AVA;Export du CSV Parcellaire;4;Parcellaire
2015-04-08;AVA;Correction wording courrier dégustation;0,5;Dégustation
2015-04-08;AVA;Chiffrage Evolution et constat VT/SGN;2;Chiffrage
2015-04-07;AVA;Merge branches nouveau modèle et PDF de dégustation;4;Dégustation
2015-04-07;AVA;Attribution des date de visite dans les courriers de dégustation et adaptation après maj schema;3,5;Dégustation
2015-04-06;AVA;Gestion des courrier de dégustation par type de courrier;3,5;Dégustation
2015-04-03;DeclarVins;Ticket 14499;0,5;Garantie
2015-04-03;DeclarVins;Ticket 13794 14495 14312;3;TMA
2015-04-03;DeclarVins;Gestion de projet;0,5;TMA
2015-04-02;VINSI;Réunion Télédeclaration DRM avec Interloire;7;Télédeclaration DRM
2015-04-02;VINSI;Réunion DRM;7;Télédeclaration DRM
2015-04-02;DeclarVins;Ticket 14494 et 14493;2,5;Garantie
2015-04-02;DeclarVins;Ticket 14449 et 14476;2;TMA
2015-04-02;DeclarVins;Gestion de projet;1;TMA
2015-04-02;Aurouze;Revu du chiffrage;1;Chiffrage
2015-04-01;VINSI;Ouverture d'un droit teledeclaration DRM + template mon espace + spécification des produits IGP;8;Télédeclaration DRM
2015-04-01;AVA;Adaptation de la dégustation et de l'affectation avec le nouveau modèle et la gestion des conflits;9;Dégustation
2015-03-31;VINSI;Catégorisation des produits non interpro avec une coche dans l'abre produit;6;Télédeclaration DRM
2015-03-31;DeclarVins;Ticket 14480;1;TMA
2015-03-31;DeclarVins;Ticket 14476 et 14481;2;TMA
2015-03-31;AVA;Saisie dégustation et affectation adaptée à la gestion de collisions;7;Dégustation
2015-03-31;AVA;Mis en place emailing pour tout les opérateurs notés;2;Dégustation
2015-03-30;DeclarVins;Ticket 14444;3;Garantie
2015-03-30;AVA;Ouverture du parcellaire crémant;2;Parcellaire Crémant
2015-03-30;AVA;Début emailing pour les notes de dégustation;2;Dégustation
2015-03-29;AVA;Tournées en js adapté;5;Dégustation
2015-03-27;DeclarVins;Ticket 14478 et 14443;1;Garantie
2015-03-27;DeclarVins;Ticket 14476 14481 14479;2;TMA
2015-03-27;DeclarVins;Ticket 14449;2;TMA
2015-03-27;DeclarVins;Gestion de proj avec Gwen;1;TMA
2015-03-27;AVA;Resolution d'un bug dans la visualisation crémant (pour les acheteurs et cave coop);3;Parcellaire Crémant
2015-03-27;AVA;Motif de non prélevement et affectation en mode incrémental;7;Dégustation
2015-03-27;AVA;Les courriers sont qualifiés en fonction de leur type de dégustation en PDF;4;Dégustation
2015-03-26;DeclarVins;Tickets 13571 et 14447;4;TMA
2015-03-26;DeclarVins;Ticket 14462;1;TMA
2015-03-26;DeclarVins;Gestion de projet pour mise en prod;1;TMA
2015-03-26;AVA;Utilisation d'objets dégustation externe, Gestions des revisions, PDF des tournées;7;Dégustation
2015-03-26;AVA;Fin des courriers de dégustation en PDF;7;Dégustation
2015-03-25;AVA;Renommage de Degustation en Tournee;4;Dégustation
2015-03-24;CIVA;Réunion DRM;3,5;TMA
2015-03-24;CIVA;Réunion DRM;3,5;TMA
2015-03-24;AVA;Traitement de la saisie des type de courriers de notation pour la dégustation;2,5;Dégustation
2015-03-24;AVA;Exports d'un fichier ne contenant que les opérateurs faisant que du crémant, et un fichier avec tout les télédéclarant parcellaire;1;TMA
2015-03-23;DeclarVins;Resolution tickets 14420 14414 14421 14445;6;TMA
2015-03-23;DeclarVins;Gestion de projet retours réunion;1;TMA
2015-03-23;AVA;Création du formulaire pour la saisi des types de courrier et début des courriers;6;Dégustation
2015-03-23;AVA;Compte rendu de la réunion du 12 mars 2015;1;Facturation
2015-03-23;AVA;Compte rendu de la réunion du 12 mars 2015;1;Dégustation
2015-03-20;AVA;Jour des agents avec le jour même de la dégustation;1;Dégustation
2015-03-19;DeclarVins;Réunion Avignon;7;TMA
2015-03-19;AVA;Prise en compte des opérateurs reportés, Séléction aléatoire d'opérateurs ne peut dépasser le max;7;Dégustation
2015-03-19;AVA;Déploiement du parcellaire crémant en préproduction et import;1;Parcellaire Crémant
2015-03-19;AVA;Correction de la saisie du parcellaire et mis en production;3,5;TMA
2015-03-19;AVA;Affichage des notes dans la dégustation;2,5;Dégustation
2015-03-18;DeclarVins;Workflow annulation;7;TMA
2015-03-18;CIVA;Mise à jour des tiers;0,5;TMA
2015-03-18;AVA;Mis en place du début de l'export parcellaire (pour un parcellaire avec ses acheteurs);3;Parcellaire
2015-03-18;AVA;Mis à jour de la tache d'import du parcellaire crémant;4;Parcellaire Crémant
2015-03-18;AVA;Meilleur gestion de l'enregistrement des opérateurs dans la dégustation;5;Dégustation
2015-03-17;VINSI;Remise en place des droits d'accès à l'espace VINSI avec l'activ directory;2;TMA
2015-03-17;VINSI;Evaluation du changement des contrats de M. MAITREAU Joel - DOUE LA FONTAINE pour la Facturation SV12;1;TMA
